event_id,user_id,timestamp,device_type,browser,is_vpn,failed_logins,session_duration,bytes_sent,bytes_received,ip,success,label
3237,469,2025-02-20 12:55:00,desktop,safari,0,0,258.35820349419333,32277.657750572955,13897.868433658705,10.239.132.171,0,0
3238,1188,2025-01-22 12:48:00,desktop,firefox,0,3,286.46096058618787,13394.243929879562,46931.14206660614,10.224.147.2,1,0
3239,524,2025-02-08 13:32:00,mobile,safari,0,0,76.27755695841958,9201.403834988105,182580.74774440826,10.222.226.86,1,0
3240,1592,2025-01-26 15:37:00,mobile,firefox,0,1,21.42214745794832,53873.985698996534,94507.39523924199,10.188.247.125,0,0
3241,1409,2025-01-29 03:16:00,tablet,chrome,1,3,478.66533279894566,75159.34502164353,11348.32586009616,10.35.96.253,1,1
3242,320,2025-01-30 21:01:00,desktop,chrome,0,0,125.89771492156477,78079.89910229476,41928.164355045075,10.87.223.135,1,0
3243,493,2025-02-28 12:17:00,mobile,chrome,0,3,3.5941592906207824,19113.09930841647,5738.664328961312,10.100.119.195,1,0
3244,1397,2025-02-15 14:15:00,desktop,chrome,1,0,35.997775694429194,81243.76013068006,52157.425556156384,10.57.5.135,1,0
3245,1006,2025-01-23 05:53:00,mobile,chrome,0,1,89.28593569271902,9787.91505895828,82454.2795687333,10.167.178.239,1,0
3246,1100,2025-01-25 23:56:00,desktop,safari,0,7,8.091050083525241,7999.469892875842,46517.74914602516,10.32.222.20,1,1
3247,733,2025-01-25 08:29:00,desktop,chrome,0,1,131.39656266354962,18160.952440608864,16933.89000622149,10.54.148.186,1,0
3248,1353,2025-02-14 04:01:00,mobile,chrome,0,1,47.09825843483743,19034.081683657285,16234.936779117794,10.16.13.29,1,0
3249,1859,2025-02-05 11:12:00,desktop,chrome,1,2,53.81387594787516,50630.16030692831,104841.45299161173,10.100.2.143,1,0
3250,210,2025-02-02 01:34:00,mobile,chrome,0,0,1.690371279166846,32866.1692515067,12858.11491002131,10.177.57.61,1,0
3251,1387,2025-01-26 19:48:00,desktop,chrome,0,0,20.33044794747497,6965.587505216691,60527.10886634696,10.254.22.121,1,0
3252,1872,2025-01-24 21:45:00,mobile,firefox,0,0,261.9581573900551,14671.985000502003,230088.46474385378,10.133.0.182,1,0
3253,444,2025-02-03 07:37:00,tablet,firefox,0,1,124.72455278892424,25602.05025444099,47855.24582249456,10.205.102.113,1,0
3254,835,2025-02-19 20:54:00,desktop,firefox,0,1,40.413328700122406,30430.023613865396,14668.8516242701,10.162.29.75,1,0
3255,1134,2025-02-27 23:51:00,desktop,safari,0,1,91.50010045092311,10096.663764350784,68584.32669126634,10.201.170.18,1,0
3256,1552,2025-01-04 15:46:00,mobile,chrome,0,2,,,3082.567577459893,10.61.78.106,1,0
3257,1375,2025-01-15 05:59:00,mobile,firefox,0,2,23.05051096916997,24222.779332485363,30447.73253039037,10.201.12.83,1,0
3258,1982,2025-02-11 02:40:00,desktop,firefox,0,1,166.04943165681638,4803.643277364372,10341.544127487941,10.195.136.10,1,0
3259,1115,2025-01-09 21:55:00,mobile,safari,0,2,119.4603808709805,18260.141889460054,21663.21747452397,10.17.158.29,1,0
3260,1747,2025-02-06 15:06:00,tablet,chrome,0,0,142.294546624655,26591.840692240898,2647.1320482844462,10.51.138.140,1,0
3261,1040,2025-01-26 09:54:00,desktop,chrome,0,1,114.28663935039506,31932.50579484114,90914.46691332148,10.157.33.103,1,0
3262,624,2025-01-12 10:44:00,desktop,chrome,0,1,84.85927601489031,71624.40258199553,6226.847463029816,10.235.135.147,1,0
3263,1349,2025-01-31 05:45:00,mobile,chrome,0,1,51.61019799602136,42326.120148739414,29761.32919193536,10.251.254.4,1,0
3264,804,2025-01-31 13:02:00,mobile,firefox,0,0,133.84214432352064,122592.9827883518,43202.5052553885,10.133.153.20,1,0
3265,1316,2025-02-12 19:00:00,mobile,chrome,0,1,37.09166819287035,64796.46194613168,61348.444607027704,10.140.255.201,1,0
3266,1298,2025-02-19 13:18:00,tablet,safari,0,0,145.80648584770566,12682.11981045867,8631.2735219977,10.96.236.206,0,0
3267,148,2025-02-27 07:26:00,mobile,edge,0,1,84.26328405778803,11024.116279259079,22643.546904523137,10.2.250.60,1,0
3268,1077,2025-01-27 08:17:00,desktop,chrome,1,1,326.0040476142213,25408.16151922353,26358.818071424146,10.110.229.4,1,0
3269,27,2025-02-11 07:41:00,desktop,edge,0,2,172.54584376735676,75396.63699642998,27041.606985110386,10.113.19.213,1,0
3270,821,2025-02-17 05:35:00,desktop,chrome,0,1,55.857734045312135,3848.6060856799727,31385.345778830917,10.29.84.147,1,0
3271,1315,2025-03-01 05:31:00,tablet,chrome,1,1,161.72431291315712,53932.27081627699,91576.18971500047,10.177.104.111,1,0
3272,1307,2025-02-09 00:21:00,desktop,edge,0,1,46.7361513597408,38912.71697419888,13761.140066547294,10.225.187.209,1,0
3273,207,2025-01-15 18:43:00,mobile,chrome,0,1,193.56442287910522,15432.213700268334,11373.683340920477,10.104.225.186,1,0
3274,1820,2025-01-21 12:28:00,desktop,chrome,0,0,301.8776560390447,28445.728468160807,112840.88150137123,10.77.64.206,1,0
3275,1476,2025-01-13 12:48:00,desktop,chrome,0,2,151.77818697955905,11670.150858075256,169857.1574363813,10.62.76.47,1,0
3276,619,2025-01-12 20:45:00,desktop,safari,1,0,35.1054009494905,43066.926877946484,189172.47644554084,10.109.143.86,0,0
3277,900,2025-01-19 09:24:00,mobile,chrome,0,2,36.17919640459907,13712.448399682284,24571.469524646604,10.200.39.181,0,0
3278,257,2025-01-30 21:36:00,desktop,safari,0,0,38.58298729009183,23851.337846243827,24574.83658416397,10.39.204.77,1,0
3279,726,2025-02-17 05:27:00,mobile,safari,0,1,1.9728911841463181,11599.384630549896,12574.349986828316,10.30.243.171,1,0
3280,1352,2025-01-18 11:16:00,desktop,edge,0,3,12.304782332907106,71592.66678376032,14607.705059622596,10.24.69.247,0,1
3281,1765,2025-01-12 04:34:00,mobile,edge,0,0,5.882832650178919,22130.30643661722,18977.30269129712,10.71.39.114,1,0
3282,1180,2025-01-08 14:12:00,desktop,chrome,0,3,214.76880868937099,12317.89993186176,44343.87447619159,10.178.68.193,1,0
3283,566,2025-01-12 18:30:00,mobile,firefox,0,1,220.24326148398498,5860.225875056541,19227.1019784119,10.35.137.141,1,0
3284,1812,2025-01-26 23:13:00,mobile,safari,0,3,64.54494088177722,26632.912718375243,10205.635128309377,10.94.245.77,1,0
3285,1089,2025-01-25 16:53:00,tablet,chrome,1,3,220.55795141922147,3972.588553447656,5364.794342453422,10.37.236.154,0,1
3286,1486,2025-01-24 22:20:00,desktop,edge,0,2,4.728485698034862,31348.218148988453,155508.1009091118,10.193.80.102,1,0
3287,1418,2025-01-20 01:15:00,mobile,safari,0,2,100.25169386460871,4935.530740157158,26301.848237101574,10.156.96.168,1,0
3288,795,2025-01-28 04:39:00,desktop,edge,0,1,25.83176027027131,16238.78429265721,31770.084609035042,10.7.128.60,0,0
3289,42,2025-02-08 18:55:00,desktop,chrome,0,1,16.653983941247045,26362.908916292927,2429.569054182552,10.209.79.16,1,0
3290,1267,2025-01-03 16:06:00,desktop,chrome,1,1,165.2874290584294,2204.4300595299974,7259.26237098981,10.164.224.32,1,0
3291,1784,2025-02-23 09:50:00,mobile,edge,0,1,8.831491670629207,74262.08633291906,50127.05731153979,10.43.170.246,1,0
3292,1725,2025-01-19 08:05:00,desktop,chrome,0,0,157.5809556400696,15314.002257940452,5224.102699772929,10.241.84.64,1,0
3293,1720,2025-01-09 07:40:00,mobile,edge,1,0,76.0208409714808,36889.03291704216,11378.801061332462,10.106.13.77,1,0
3294,695,2025-01-11 11:33:00,desktop,chrome,0,1,41.20073811489279,12722.160264556132,24657.09285721552,10.175.106.156,1,0
3295,1812,2025-02-02 19:19:00,mobile,chrome,0,2,118.67754824714491,71886.46111300433,4860.171041881806,10.21.21.56,0,0
3296,28,2025-02-01 05:52:00,desktop,firefox,0,2,60.20868990913536,46983.48438073899,63533.82773212797,10.17.158.29,1,0
3297,633,2025-01-06 07:17:00,mobile,edge,0,1,7.933094395103525,9088.546154063588,25109.67345624445,10.203.118.36,1,0
3298,1253,2025-01-30 22:52:00,mobile,chrome,0,1,4.890108229302151,36154.3707708177,16223.7566899482,10.16.107.77,0,0
3299,623,2025-01-14 06:57:00,tablet,firefox,0,0,15.700752694787727,41361.069469984286,27075.56224805698,10.118.17.56,1,0
3300,52,2025-02-24 16:00:00,desktop,chrome,0,1,135.55495527484115,9122.54320995516,17572.320466736728,10.151.61.111,1,0
3301,349,2025-01-19 13:06:00,tablet,chrome,0,0,129.47041595013033,42294.06086417958,118534.17356213191,10.94.169.185,1,0
3302,1875,2025-03-01 23:14:00,desktop,safari,0,0,172.00482108256128,15931.126399867111,69525.00949303759,10.125.52.164,1,0
3303,857,2025-02-04 17:54:00,mobile,safari,0,2,50.33680064980329,151626.02225939004,453662.716460337,10.104.11.83,1,0
3304,337,2025-02-27 20:43:00,desktop,safari,1,2,105.3408166697287,8231.70905264619,26749.046215065817,10.251.224.155,1,0
3305,1239,2025-02-03 07:01:00,mobile,chrome,0,2,112.7284380756408,39175.67265709484,308857.8536596043,10.149.234.21,1,0
3306,749,2025-01-08 13:25:00,mobile,chrome,0,2,44.151035253389665,28508.37251455637,10952.859393585979,10.251.246.254,1,0
3307,787,2025-02-08 14:00:00,mobile,firefox,1,0,412.06322854108964,24802.875339378992,104644.76663241013,10.206.86.243,0,0
3308,1893,2025-01-29 15:50:00,mobile,chrome,0,0,100.52400429618687,28460.05790972011,29078.119559328563,10.35.60.112,1,0
3309,1086,2025-02-19 03:13:00,mobile,firefox,0,0,81.11061412668839,33583.054395169405,31420.234088915455,10.200.155.142,1,0
3310,160,2025-01-24 11:35:00,mobile,chrome,0,3,22.714930421457662,275893.6605116441,31974.998491703423,10.255.68.195,1,0
3311,1885,2025-01-12 05:36:00,desktop,safari,0,1,88.4732632108998,45950.434151161055,65205.85206473711,10.93.233.174,1,0
3312,9,2025-01-07 19:36:00,tablet,chrome,0,0,66.92162683392034,72087.67574521436,29943.63761761336,10.249.130.151,1,0
3313,1374,2025-02-14 14:28:00,mobile,firefox,0,1,99.15599049408938,3626.225061186075,2875.680163170634,10.118.146.95,1,0
3314,208,2025-01-14 23:19:00,mobile,chrome,0,3,173.01383321610027,47292.60004470889,20826.64293816728,10.59.99.142,1,0
3315,544,2025-02-10 00:30:00,mobile,chrome,0,3,12.182557146885664,9348.69842509336,24929.45464487831,10.162.148.161,1,0
3316,1973,2025-01-09 01:38:00,desktop,chrome,0,1,140.2566343517226,17963.85879710053,31884.826106116616,10.175.147.110,1,0
3317,338,2025-01-05 18:47:00,mobile,chrome,0,0,55.52649458825321,36460.43803198455,73717.03421875807,10.46.239.200,1,0
3318,1944,2025-02-12 15:05:00,desktop,chrome,0,1,165.91927796864547,82991.82016661765,23881.382836875913,10.104.41.45,1,0
3319,586,2025-01-21 16:21:00,mobile,chrome,0,1,136.28285539261552,914512.3080842779,14054.624481366229,10.41.197.97,1,0
3320,770,2025-02-04 00:53:00,desktop,chrome,1,2,172.79004617741083,8980.830186800198,90390.72056410422,10.206.86.237,1,0
3321,1875,2025-01-02 15:53:00,desktop,chrome,0,3,31.77844113934908,14214.333898448964,43611.10531077226,10.170.107.189,1,0
3322,1486,2025-01-12 06:49:00,mobile,chrome,0,0,17.16005547173801,128559.34789028236,28687.920791385175,10.80.243.76,0,0
3323,589,2025-01-06 09:51:00,tablet,chrome,0,1,3.7705670378648737,22688.848230745087,21413.769724085032,10.1.50.216,1,0
3324,1472,2025-01-17 18:58:00,desktop,firefox,0,1,315.1222714082396,7491.066773152529,18135.398852374936,10.187.6.60,1,0
3325,955,2025-01-18 00:39:00,mobile,chrome,0,0,58.66642674743789,5704.37706994878,12659.477605903838,10.70.39.170,1,0
3326,200,2025-01-23 11:16:00,desktop,chrome,0,0,181.59876139910176,40532.92197089548,7787.782999672458,10.222.221.2,1,0
3327,505,2025-01-15 14:05:00,mobile,chrome,1,2,1.618330043382993,34767.13707582828,55717.80055530828,10.221.225.175,1,0
3328,471,2025-01-28 09:35:00,tablet,chrome,1,1,177.21928405916046,30701.894240887934,51208.754516741916,10.237.160.152,1,0
3329,948,2025-02-24 00:15:00,mobile,safari,0,1,121.89426280933341,1969.2690041226551,15588.235546382064,10.122.210.41,1,0
3330,1778,2025-01-06 04:00:00,desktop,firefox,0,0,21.05628914555297,6649.9863417190845,9250.832712707677,10.245.144.149,0,0
3331,1139,2025-02-23 15:03:00,desktop,chrome,1,0,162.63352918911113,117526.38466652615,13578.071206389935,10.134.154.203,0,0
3332,332,2025-01-25 18:05:00,desktop,chrome,0,2,76.80426480457113,,42318.39580415164,10.157.190.211,0,0
3333,1215,2025-02-04 16:07:00,mobile,chrome,1,1,36.867401840250935,20414.912194419925,91611.46200816252,10.0.111.166,1,0
3334,1042,2025-02-10 07:31:00,mobile,edge,0,4,125.33587205733839,23506.800034429736,6825.474818837543,10.129.23.65,1,0
3335,775,2025-02-14 02:27:00,desktop,chrome,0,2,72.93327359344168,54326.09413164199,57312.81169920097,10.84.227.48,1,0
3336,489,2025-02-26 15:06:00,desktop,chrome,0,0,9.31723593670035,173732.37563959556,136746.67006249848,10.235.73.116,1,0
3337,1426,2025-03-01 23:25:00,tablet,safari,0,1,19.530107803407702,3680.00103672517,58079.99057318428,10.100.240.56,0,0
3338,1116,2025-01-06 21:41:00,desktop,chrome,0,0,200.47227213679184,51629.4444923138,11688.886434908423,10.106.121.201,1,0
3339,860,2025-01-25 14:40:00,desktop,chrome,0,0,53.38480569057046,21728.697329564253,7645.470889036464,10.242.131.220,0,0
3340,394,2025-02-02 08:13:00,tablet,safari,0,0,120.2543022208803,24713.140036668723,21921.35719897528,10.146.23.96,1,0
3341,242,2025-02-01 08:17:00,desktop,chrome,0,0,15.649237490628362,20279.603850814045,131096.89890627473,10.31.121.104,1,0
3342,432,2025-03-01 11:31:00,mobile,chrome,1,0,95.3305131163241,25023.085298160153,61334.91033858543,10.115.233.136,1,0
3343,1241,2025-02-09 01:39:00,desktop,chrome,0,0,144.00259971376008,40800.19534889464,21160.430916131656,10.239.169.99,1,0
3344,94,2025-01-25 03:32:00,mobile,safari,0,1,35.92311863876926,20491.226353650523,104104.87281371285,10.221.113.150,1,0
3345,144,2025-02-25 05:36:00,desktop,chrome,0,0,13.07077825269365,23178.58478850565,16755.212777692243,10.147.231.150,0,0
3346,1981,2025-02-13 20:27:00,mobile,chrome,0,1,46.84380613217474,51202.754978135476,16548.292761014865,10.58.229.90,1,0
3347,537,2025-02-17 19:42:00,tablet,chrome,0,1,109.89699359913885,28348.43726909341,20759.563581344923,10.161.112.250,1,0
3348,227,2025-02-07 15:38:00,tablet,chrome,0,1,43.54502440567914,20497.89692972581,7385.574847092096,10.59.99.142,1,0
3349,1930,2025-01-04 20:46:00,desktop,chrome,0,1,137.47532462632248,25933.200497413192,12027.77629632537,10.47.118.185,1,0
3350,832,2025-02-28 05:39:00,mobile,chrome,0,3,5.109677274723229,76219.99585219327,4989.862078468664,10.121.245.177,1,0
3351,3,2025-02-12 18:38:00,desktop,firefox,1,1,111.24698373837298,9855.835686680388,10305.958053969387,10.79.149.144,1,0
3352,836,2025-01-09 22:55:00,mobile,firefox,0,1,204.4742392441105,45620.480611137515,876882.0341600269,10.9.198.99,1,0
3353,42,2025-01-16 02:47:00,mobile,chrome,0,1,4.216534134116576,33846.73335706935,65686.60964857494,10.116.160.210,1,0
3354,608,2025-01-21 10:51:00,desktop,chrome,0,0,139.48603695581411,42540.11587285562,18903.064873841762,10.97.17.98,0,0
3355,1891,2025-01-16 07:03:00,mobile,safari,1,4,122.59124953432291,54224.30777306615,19482.43210763529,10.244.164.251,1,1
3356,1588,2025-02-07 06:05:00,mobile,chrome,0,1,199.06917477694606,9160.626089672567,10089.726445394304,10.64.120.46,1,0
3357,837,2025-02-02 20:01:00,desktop,firefox,0,2,425.74237438618655,32233.961506897158,103821.48593320146,10.179.149.44,1,0
3358,676,2025-01-13 17:42:00,desktop,chrome,0,0,378.70222878125355,118135.66603635126,12216.35776982352,10.111.147.231,1,0
3359,1168,2025-02-11 18:40:00,mobile,firefox,1,3,10.610976141724954,33173.70166305417,30354.337015908,10.79.159.194,1,1
3360,1251,2025-01-18 05:04:00,desktop,chrome,0,1,218.49209905910044,31556.403040353685,20842.55208529449,10.23.73.141,1,0
3361,1518,2025-01-10 13:17:00,tablet,chrome,0,1,25.38626915239632,23560.32320990794,31861.263864930577,10.102.255.76,1,0
3362,1087,2025-02-27 09:33:00,mobile,firefox,0,1,77.142997147135,8901.310451289499,6496.279547650308,10.28.249.171,1,0
3363,155,2025-01-19 20:53:00,desktop,chrome,1,2,251.74686036754372,7464.345062973716,38950.63751558374,10.180.19.195,0,0
3364,1729,2025-01-14 23:02:00,desktop,chrome,1,2,21.94451108090264,13618.928109242283,7451.361872733034,10.109.236.121,1,0
3365,672,2025-02-12 23:12:00,mobile,chrome,0,0,67.76999067184394,54514.81324562105,27577.440311617596,10.148.210.20,1,0
3366,1639,2025-02-15 19:26:00,mobile,chrome,0,1,51.14247263790166,207823.15862180118,121184.68210941591,10.174.28.201,1,0
3367,1622,2025-01-10 02:52:00,mobile,safari,1,1,801.9256718701506,9859.857556156108,55606.05474935586,10.92.73.168,1,0
3368,436,2025-01-04 08:25:00,desktop,chrome,0,0,1.175022486533042,1798.1703695884967,31740.394542168324,10.255.150.54,1,0
3369,1030,2025-02-20 23:34:00,desktop,chrome,0,2,78.47669936244321,12991.547648070631,3452.854755511562,10.15.99.197,1,0
3370,1501,2025-01-31 05:52:00,mobile,chrome,0,2,47.42401245907142,319271.80004226894,172811.5591364704,10.111.46.86,1,0
3371,716,2025-01-28 08:42:00,mobile,safari,0,5,,156405.44696828324,93131.56786349995,10.163.5.45,0,0
3372,1586,2025-01-26 05:24:00,desktop,safari,0,0,31.732853401453035,10184.522411479235,19438.399159089648,10.44.240.157,1,0
3373,1048,2025-02-05 03:49:00,mobile,edge,0,2,222.26847396643606,12655.632757066856,53814.15550168787,10.168.56.84,1,0
3374,1839,2025-02-10 09:52:00,mobile,safari,0,5,319.00368727817533,25396.449735160983,138636.2362548535,10.87.25.177,1,0
3375,1794,2025-01-05 19:46:00,tablet,safari,1,1,43.47313811357638,44036.59821524432,43747.42999639255,10.250.254.163,1,0
3376,1927,2025-01-16 22:14:00,mobile,edge,1,2,116.23671489719881,32789.41150304308,48520.89019847933,10.93.73.209,0,0
3377,441,2025-02-27 06:28:00,desktop,chrome,1,2,150.72268904903933,84770.60120114533,36200.28808549129,10.34.200.191,1,0
3378,1474,2025-01-11 00:25:00,mobile,firefox,0,3,76.96051528049493,45217.620554557194,20893.309672107793,10.36.160.105,1,0
3379,1504,2025-02-24 10:50:00,mobile,chrome,0,1,43.70649038013531,131941.6895796011,12733.640024786118,10.219.238.20,1,0
3380,900,2025-01-25 01:55:00,mobile,safari,0,1,49.345038744557804,29710.379201724634,31472.8985111183,10.175.105.241,1,0
3381,337,2025-01-12 09:42:00,desktop,chrome,0,1,5.5215855248844,71478.7033793926,21897.209229011747,10.149.188.192,0,0
3382,586,2025-02-05 16:27:00,desktop,firefox,0,1,34.70739858450594,15463.22946685623,170785.7321128315,10.149.110.190,0,0
3383,1030,2025-02-09 18:52:00,mobile,chrome,0,1,253.38965637411604,20861.70041648914,22250.228162442025,10.153.53.142,1,0
3384,1730,2025-01-21 23:43:00,desktop,firefox,0,0,2.526309888552122,28466.00668601885,274602.1740894914,10.80.67.195,1,0
3385,1832,2025-02-17 14:05:00,desktop,safari,1,1,60.01833234501837,27830.6387647526,8585.249450139798,10.132.77.66,1,0
3386,1832,2025-01-04 19:55:00,desktop,chrome,0,0,176.6134985801107,5635.817287640676,222550.11276130067,10.152.3.26,1,0
3387,1893,2025-01-08 07:37:00,desktop,edge,0,3,128.21376900267492,4823.332362666545,83772.98852480236,10.55.88.76,1,1
3388,196,2025-02-07 07:04:00,desktop,chrome,0,2,93.07954234122866,45725.54703723377,3634.9170937365925,10.155.189.85,1,0
3389,1992,2025-02-04 15:31:00,mobile,firefox,1,1,197.9253146808807,352568.99571063835,13740.15858109666,10.155.160.37,1,0
3390,1109,2025-02-11 22:41:00,desktop,safari,0,1,98.45403327679334,67659.09751140338,13295.454472173933,10.130.25.179,0,0
3391,200,2025-02-21 00:39:00,desktop,firefox,1,0,63.25312943024946,57182.357660678244,9099.276036291083,10.122.184.29,1,0
3392,259,2025-02-25 19:14:00,desktop,chrome,0,2,528.4344357543079,33942.54284450385,68073.21864409347,10.254.231.23,0,0
3393,511,2025-01-31 09:40:00,desktop,chrome,0,1,0.6877538435818417,23050.29460456728,33194.2476782407,10.177.114.217,1,0
3394,504,2025-01-31 01:52:00,desktop,safari,0,2,51.79897582417893,16758.378553568087,38551.453350229385,10.212.227.247,1,0
3395,223,2025-02-25 10:15:00,desktop,chrome,0,1,62.81598899906418,24891.829328239466,1320.2656672812095,10.184.33.67,1,0
3396,767,2025-02-27 15:32:00,tablet,chrome,0,0,187.1568828627302,21983.81095240427,9996.587630088854,10.43.176.190,1,0
3397,1094,2025-01-03 20:50:00,desktop,chrome,0,2,13.949574649671549,9777.295990901734,22037.582614739473,10.109.15.105,0,0
3398,623,2025-01-31 08:17:00,desktop,chrome,1,0,303.6318663515283,96944.31920553157,528569.0052673352,10.112.48.78,1,0
3399,1336,2025-02-25 03:39:00,desktop,chrome,0,0,10.259847798157029,30420.555693974526,23636.80565417251,10.26.92.118,1,0
3400,1432,2025-01-04 01:35:00,mobile,edge,0,0,416.1682289833232,11391.281579169501,23754.178645140913,10.237.190.69,1,0
3401,800,2025-02-28 15:11:00,desktop,firefox,0,0,28.027077849252606,22248.673802435733,33433.77868705812,10.107.128.241,1,0
3402,158,2025-02-14 22:39:00,desktop,edge,0,3,107.41867246535907,9519.868272952546,153486.3709698028,10.174.42.123,1,0
3403,624,2025-01-10 08:33:00,mobile,firefox,0,3,14.179580333849163,55448.012722046165,72873.95888398093,10.199.169.22,1,0
3404,1228,2025-02-08 10:46:00,desktop,safari,0,0,86.11350575099577,50491.563863542324,84417.84077819635,10.52.77.246,1,0
3405,785,2025-01-26 20:34:00,mobile,chrome,1,0,14.162920599068428,13661.574245906018,49768.760123947555,10.28.24.102,1,0
3406,1163,2025-01-21 01:31:00,mobile,firefox,1,0,88.88815360917849,12391.706453743664,10961.499413649424,10.252.187.223,1,0
3407,1686,2025-02-07 05:54:00,mobile,chrome,0,0,33.77294448527714,6847.069498469867,174126.6739095965,10.33.44.8,1,0
3408,1575,2025-02-14 02:41:00,mobile,chrome,0,0,53.408074207298256,33497.761684729674,2309.279414112247,10.120.6.19,1,0
3409,1247,2025-02-23 14:15:00,desktop,chrome,0,1,10.859015785804832,31351.5746415517,63416.67847918622,10.235.135.147,1,0
3410,194,2025-01-26 01:09:00,desktop,firefox,1,2,120.27695415600063,33254.85238818253,3927.7220122747835,10.195.75.188,1,0
3411,1494,2025-01-10 13:43:00,mobile,firefox,0,0,107.65701431287754,6549.587811438357,190241.3815418639,10.70.136.121,1,0
3412,666,2025-02-21 19:50:00,mobile,chrome,0,1,44.13029553749431,12722.260962906877,20267.56138821996,10.237.190.69,1,0
3413,831,2025-01-21 01:00:00,mobile,safari,0,2,131.9273347180914,42011.088642622424,10016.026435652575,10.151.132.6,1,0
3414,1395,2025-02-15 13:25:00,desktop,edge,0,1,1.7462648368316875,43423.56827493877,52068.20604218379,10.183.20.213,1,0
3415,1665,2025-02-17 21:01:00,desktop,safari,0,2,187.13952378987693,17336.6209427697,6177.572599365764,10.13.27.67,0,0
3416,1424,2025-01-04 12:10:00,desktop,firefox,0,3,76.81604684226927,8424.970061036704,30812.290850730245,10.163.60.205,1,0
3417,603,2025-01-25 14:24:00,mobile,firefox,1,3,116.21076363000148,,40577.208872195326,10.51.81.119,1,1
3418,900,2025-01-06 02:08:00,mobile,chrome,0,1,18.533271774273793,59956.54447932973,24331.003648526133,10.254.55.199,1,0
3419,725,2025-02-06 07:07:00,tablet,chrome,0,1,183.4454960101978,25790.425860345145,47822.21372248599,10.91.252.118,1,0
3420,924,2025-02-17 16:41:00,tablet,chrome,0,3,63.584418313602896,15400.277738034109,48599.10226664138,10.188.38.14,1,0
3421,1513,2025-02-03 14:24:00,desktop,edge,0,1,51.97526415992533,14371.71252412174,34276.80911805698,10.122.184.29,1,0
3422,1930,2025-01-20 10:20:00,mobile,firefox,0,4,79.23148581481499,9967.861659872544,148840.68757241787,10.53.102.139,1,0
3423,782,2025-02-28 09:22:00,mobile,chrome,1,1,208.47980844382835,4054.3801726806514,9220.259595143161,10.153.93.38,0,0
3424,653,2025-01-06 03:14:00,mobile,chrome,0,2,79.90735374583659,25816.339233853698,20461.12093143483,10.123.142.165,1,0
3425,1767,2025-01-09 11:48:00,mobile,chrome,0,0,485.6111856310967,9587.291456090166,60737.011827553935,10.67.180.90,1,0
3426,301,2025-01-22 23:16:00,desktop,chrome,0,1,13.394399928616114,93435.34973543021,8516.113996198867,10.150.61.131,1,0
3427,782,2025-02-26 21:45:00,mobile,safari,1,2,175.56158793819077,32150.772554519517,1514.5766367825554,10.43.83.11,1,0
3428,1906,2025-02-23 15:59:00,tablet,safari,0,1,73.75849287497181,49784.06642605822,36043.96973651377,10.165.61.81,0,0
3429,1764,2025-02-03 20:22:00,desktop,safari,0,2,16.786552028801793,22138.20866297339,104085.69812867601,10.148.43.106,0,0
3430,1620,2025-02-27 03:08:00,tablet,firefox,0,2,30.45043943816959,26071.61471237069,43497.42125950401,10.131.201.70,1,0
3431,1778,2025-02-24 05:58:00,desktop,safari,0,1,766.0875548532496,42879.37864531269,22971.890971484332,10.213.19.196,1,0
3432,475,2025-02-05 05:14:00,mobile,chrome,1,0,347.0860160784823,10555.88701501184,14535.959047798118,10.106.4.26,1,0
3433,117,2025-01-08 01:50:00,desktop,chrome,0,2,158.46831955331632,20569.531132697186,13950.611789774694,10.185.162.246,1,0
3434,1715,2025-02-23 23:21:00,desktop,firefox,1,1,54.56566156832546,82053.15398502516,106215.37544486372,10.59.69.182,1,0
3435,984,2025-02-08 11:45:00,mobile,edge,0,3,51.233893348312755,57133.89883559299,365066.4265910819,10.233.18.75,1,0
3436,505,2025-01-09 11:18:00,mobile,chrome,1,2,265.17020299061977,4840.027549487172,59208.95171599143,10.203.34.130,1,0
3437,955,2025-02-20 09:45:00,mobile,chrome,0,1,4.64343222393136,4305.996349898667,16497.870864719134,10.226.76.210,1,0
3438,1655,2025-01-24 22:15:00,mobile,chrome,0,3,7.971889757256785,7981.270600557167,47742.65407452391,10.128.1.2,1,0
3439,984,2025-02-17 05:06:00,desktop,edge,1,2,5.843747077944863,5069.353966929774,28645.16148754439,10.58.222.90,1,0
3440,1258,2025-01-16 16:49:00,mobile,chrome,0,1,201.01617907993364,31843.393588804374,22111.22165598581,10.40.39.153,0,0
3441,1027,2025-01-01 14:18:00,mobile,chrome,0,3,7.847157591694883,26588.40614820273,14409.774927905239,10.139.239.211,1,0
3442,966,2025-01-28 05:31:00,desktop,safari,0,1,156.98934336303833,21160.15832506921,9289.338176974483,10.79.203.154,1,0
3443,1906,2025-01-28 03:10:00,desktop,edge,0,0,46.80056452684569,31630.60100115742,17174.4296487996,10.144.209.75,1,0
3444,1857,2025-02-21 19:39:00,mobile,chrome,0,0,117.17414883084126,32534.78485935383,6212.625986955779,10.166.61.4,1,0
3445,849,2025-01-07 22:05:00,desktop,chrome,0,1,173.22904790337586,35624.64307630258,64448.90972447579,10.144.170.92,1,0
3446,1619,2025-02-24 18:48:00,tablet,chrome,0,1,193.6629407150345,47238.078743250604,87430.98782225949,10.12.180.231,1,0
